,Sentence,Eno.,Event,Bel(A),Bel(B),CG(A),CG(B)
632,B: Reassuring in a way I would think.  ,52.1,B would think Mae's birth mom wanting playing cards and gums was reassuring in a way,1,1,1,1
633,None,52.2,Mae's birth mom wanting playing cards and gums was reassuring in a way,3,3,1,1
634,A: you know they’re such sort of specific little things {laugh}.  ,55.0,Chewing gum and playing cards are such sort of specific little things,1,1,1,1
635,"A: then but they kind of held her back. I think the baby would’ve born, been born sooner but the doctor didn’t get there till around three.  ",58.1,The hospital staff held Mae's birth mom back,3,3,1,1
636,None,58.2,A thinks Mae would have been born sooner but the doctor didn't get to Mae's birth mom delivery room till around three,1,1,1,1
637,None,58.3,Mae would have been born sooner but the doctor didn't get to Mae's birth mom delivery room till around three,3,3,1,1
638,None,58.4,Mae would have been born sooner,3,3,1,1
639,None,58.5,The doctor didn't get to the Mae's birth mom delivery room till around three,1,1,1,1
640,B: so I thought once it was induced there was like no stopping it.  ,60.1,B thought once the labor was induced there was like no stopping the labor,1,1,1,1
641,None,60.2,Once the labor was induced there was like no stopping the labor,2,3,3,3
642,None,60.3,The labor was induced,4,4,0,0
643,None,60.4,There was like no stopping the labor,4,4,0,0
644,A: No they can hold you back ,61.0,The hospital staff can hold one back with the labor,1,1,1,1
645,"A: a little bit, you know.  ",63.0,The hospital staff can hold one back with the labor a little bit,1,1,1,1
646,"A: Once, depends how much stuff they give you.  ",65.1,Whether the hospital staff can hold one back with the labor or not depends on how much medicine the hospital staff gives one,1,1,1,1
647,None,65.2,The hospital staff gives one medicine during labor,1,1,2,2
648,A: Stuff. But anyway I think they were holding her back a little bit because they wanted the doctor there.  ,67.1,A thinks the hospital staff were holding Mae's birth mom back a little bit because the hospital staff wanted the doctor in Mae's birth mom delivery room,1,1,1,1
649,None,67.2,The hospital staff were holding Mae's birth mom back a little bit because the hospital staff wanted the doctor in Mae's birth mom delivery room,3,3,1,1
650,None,67.3,The hospital staff were holding Mae's birth mom back a little bit,1,1,1,1
651,None,67.4,The hospital staff wanted the doctor in Mae's birth mom delivery room,3,3,1,1
652,"A: %um, and the doctor showed up around three and &Mae was born at five twenty five.  ",70.1,The doctor showed up around three,1,1,1,1
653,None,70.2,Mae was born at five twenty five,1,1,1,1
654,A: Eight pounds eight ounces.  ,72.0,Mae weighed eight pounds eight ounces,1,1,1,1
655,A: And screaming.  ,74.0,Mae was screaming,1,1,1,1
656,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.  ",76.1,Mae was really screaming,1,1,1,1
657,None,76.2,A was a little scared,1,1,1,1
658,None,76.3,A thought what have A and Robert wrought,1,1,1,1
659,None,76.4,One could hear Mae out through the doors of the hall,1,1,1,1
660,A: And there were a lot of babies being born. You didn’t hear them all.  ,79.1,There were a lot of babies being born,1,1,1,1
661,None,79.2,One didn't hear all the babies,1,1,1,1
662,None,79.3,Mae was screaming very loud,1,1,2,2
663,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.  ",81.1,Mae's birth mom' mom came running out to tell A and Robert the baby was born,1,1,1,1
664,None,81.2,Mae's birth mom's mom told A and Robert the baby was born,1,1,1,1
665,None,81.3,The baby was born,1,1,2,2
666,A: And then she said that’s her. You can hear her {laugh} ,83.1,And then Mae's birth mom's mom said that's Mae,1,1,1,1
667,None,83.2,One can hear Mae,1,1,1,1
668,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.  ",85.1,Mae's birth mom's mom said it was a beautiful birth,1,1,1,1
669,None,85.2,It was a beautiful birth,3,3,1,1
670,None,85.3,Two pushes and Mae was out which is really great so Mae's birth mom is very unsquashed and unbattered looking for a new baby,1,1,1,1
671,None,85.4,Mae is very unsquashed and unbattered for a new born,1,1,1,1
672,A: Usually they look a bit bashed up {breath}.  ,88.0,Usually new borns look a bit bashed up,1,1,1,1
673,B: A bit worn.  ,90.0,Usually new borns look a bit worn,1,1,1,1
674,"A: But she’s got a nice shaped head and, you know she doesn’t look like she was %um, you know she’s not a cone head.  ",91.1,But Mae's got a nice shaped head,1,1,1,1
675,None,91.2,Mae is not a cone head,1,1,1,1
676,B: But did you get to see her in a few hours or ,93.1,B asks A if A got to see Mae in a few hours,1,1,1,1
677,None,93.2,A got to see Mae in a few hours,2,4,0,0
678,None,93.3,A saw Mae in a few hours,2,4,0,0
679,"A: Well what happened no right away there, there was a very nice %um ",95.0,A saw Mae right away,1,2,3,3
680,A: delivery nurse who we had spoken to earlier in the day named &Tina.  ,96.1,There was a very nice delivery nurse who A and Robert had spoken to earlier in the day named Tina,1,1,1,1
681,None,96.2,A and A's partner had spoken to Tina earlier in the day,1,1,1,1
682,A: And what they do is they take the baby from the delivery room to the nursery.  ,100.0,Nurses take the baby from the delivery room to the nursery,1,1,1,1
683,"A: Normally they go directly and &Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting ",102.1,Normally nurses go directly to the nursery,1,1,1,1
684,None,102.2,"Tina very, very sweetly zipped past the door to the outer part of the nursery where A and Robert were waiting",1,1,1,1
685,None,102.3,A and Robert were waiting in the outer part of the nursery,1,1,2,2
686,A: and let us hold her.  ,106.1,Tina let A and Robert hold Mae,1,1,1,1
687,None,106.2,A and Robert held Mae,1,1,2,2
688,A: So she was just minutes old then.  ,108.0,Mae was just minutes old then,1,1,1,1
689,A: So we held her for just a couple minutes and ,110.0,A and Robert held Mae for just a couple of minutes,1,1,1,1
690,A: it was really funny because you could hear her coming up the hall screaming  ,112.1,Tina zipping past the door to the outer part of the nursery was funny because one could hear Mae coming up the hall screaming loudly,1,1,1,1
691,None,112.2,Tina zipping past the door to the outer part of the nursery was funny,1,1,1,1
692,None,112.3,One could hear Mae coming up the hall screaming loudly,1,1,1,1
693,"A: She handed her to me screaming loudly and I said to &Tina and also to the, ",117.0,Tina handed Mae to A screaming loudly,1,1,1,1
694,"A: the birth mother’s mother there, you know oh &Robert has the magic touch.  I handed her to &Robert. Instant silence.  ",119.1,A said to Tina and also to the birth mother's mother that Robert has the magic touch,1,1,1,1
695,None,119.2,Robert has the magic touch,3,3,1,1
696,None,119.3,A handed Mae to Robert,1,1,1,1
697,None,119.4,Mae stopped screaming,1,1,1,1
698,A: Instant.  ,122.0,Mae stopped screaming instantly,1,1,1,1
699,A: She just stopped screaming immediately.  ,123.0,Mae just stopped screaming immediately,1,1,1,1
700,A: So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again. {laugh} ,126.1,So Robert held Mae for a little while,1,1,1,1
701,None,126.2,And then the nurse was afraid to take Mae back,1,1,1,1
702,None,126.3,The nurse said oh Mae is going to scream again,1,1,1,1
703,None,126.4,Mae is going to scream again,3,3,1,1
704,A: And she did {laugh} ,129.0,And Mae did start crying,1,1,1,1
705,A: And off they went to the nursery and then you watched through the glass ,131.1,Mae and the nurse went to the nursery,1,1,1,1
706,None,131.2,Then one watched through the glass,1,1,1,1
707,B: That must have [distorted] been very reassuring for &Robert.  ,132.0,Mae stopping crying when in Robert's arms must have been very reassuring for Robert,1,1,1,1
708,"A: It was very nice wasn’t it. It was very wonderful for &Robert and for me too just to see, I knew it would work too.  ",133.1,Mae stopping crying when in Robert's arms was very nice,1,1,1,1
709,None,133.2,Mae stopping crying when in Robert's arms was very wonderful for Robert,1,1,1,1
710,None,133.3,A knew Robert comforting Mae would work,1,1,1,1
711,None,133.4,Robert comforting Mae would work,1,1,1,1
712,"A: I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.  ",138.1,A doesn't know what made Mae stop crying in Robert's arms,1,1,1,1
713,None,138.2,Something made Mae stop crying in Robert's arms,1,1,2,2
714,None,138.3,Mae stopped crying in Robert's arms,1,1,2,2
715,None,138.4,Robert has some theory about Something made Mae stop crying in Robert's arms and body warmth or something,1,1,1,1
716,"B: I have this theory [[says laughing]] that it’s men who are very broad right under the elbow you know like, ",141.1,B thinks Mae stop crying in Robert's arms is partly due to the body warmth but B has this theory that it's men who are very broad right under the elbow,1,1,1,1
717,None,141.2,B thinks Mae stop crying in Robert's arms is partly due to the body warmth,1,1,1,1
718,None,141.3,Mae stop crying in Robert's arms is partly due to the body warmth,3,3,1,1
719,None,141.4,B has this theory that it's men who are very broad right under the elbow,1,1,1,1
720,None,141.5,There are some man who are broad right under the elbow,3,3,1,1
721,A: Wait a minute. Broad under the elbow.  You mean in the chest? ,142.1,A asks B to wait a minute,1,1,1,1
722,None,142.2,B waits a minute,1,0,0,0
723,None,142.3,A asks B if by broad under the elbow B means in the chest,1,1,1,1
724,None,142.4,B means in the chest by broad under the elbow,3,2,0,0
725,B: No. From the elbow down towards the wrist.  ,144.0,B means from the elbow down towards the wrist by broad under the elbow,2,1,3,3
726,B: Who have like these big broad forearms.  ,146.1,B asks A who has like these broad forearms,1,1,1,1
727,None,146.2,Someone has like these big broad forearms,2,2,3,3
728,B: I think babies like that.  ,149.1,B thinks babies like broad forearms,1,1,1,1
729,None,149.2,Babies like broad forearms,3,3,1,1
730,"A: You think it gives, it gives security.  I suppose.  ",150.1,B thinks broad forearms give security,1,1,1,1
731,None,150.2,Broad forearms give security,3,3,1,1
732,None,150.3,A supposes broad forearms give security,1,1,1,1
733,B: (( )) Do you remember &Otto who moved my filing cabinet that time in &Philadelphia he’s another one? ,151.1,B asks A if A remembers Otto who moved B's filing cabinet that time in Philadelphia,1,1,1,1
734,None,151.2,A remembers Otto who moved B's filing cabinet that time in Philadelphia,1,4,0,0
735,None,151.3,Otto moved B's filing cabinet that time in Philadelphia,1,1,2,2
736,None,151.4,Otto is another man with broad forearms,1,1,1,1
737,A: Yes. uh-huh.  ,152.0,A says Yes. uh-huh.  ,0,1,1,1
738,A: yeah. He’s big.  He’s sort of solid to me.  ,154.1,Otto is big,1,1,1,1
739,None,154.2,Otto is sort of solid to A,1,1,1,1
740,B: He’s sort of very solid and they (( )) just love it [distortion].  ,156.1,Otto is sort of very solid,1,1,1,1
741,None,156.2,Babies just love solid men,1,1,1,1
742,A: But &Robert’s not big like that.  ,157.0,But Robert is not big like Otto,1,1,1,1
743,"B: No, but he, but &Robert is big below the elbows I’ll bet if you check.  ",158.1,But Robert is big below the elbows,1,1,1,1
744,None,158.2,B will bet that Robert is big below elbow if A checks,1,1,1,1
745,None,158.3,B will bet that Robert is big below elbow,3,3,1,1
746,None,158.4,A checks Robert's forearms,3,3,1,1
747,A: {laugh} I’ll have to check out below &Robert’s elbows {laugh} ,159.1,A will have to check out below Robert's elbow,1,1,1,1
748,None,159.2,A will check below Robert's elbow,3,3,1,1
749,"A: So that was nice and then we watched through the nursery while they do, ",162.1,Mae stopping crying in Robert's arms was nice,1,1,1,1
750,None,162.2,A and Robert watched through the nursery,1,1,1,1
751,A: if you survive the first four hours of life in the nursery you’ll survive anything after.  It’s the most sort of appalling introduction to life.  ,163.1,"If a newborn survives the first hours of life in the nursery, a newborn will survive anything after the first four hours in the nursery",1,1,1,1
752,None,163.2,A newborn survives the first hours of life in the nursery,3,3,1,1
753,None,163.3,A newborn will survive anything after the first four hours in the nursery,3,3,1,1
754,A: But I was kind of scared at that point because we’re looking in and there’re all these nice sweet little pale babies lying there limp  ,168.1,But A was kind of scared the first four hours of Mae's life because A and Robert were looking in and there were all these nice sweet little pale babies lying limp in the nursery,1,1,1,1
755,None,168.2,A was kind of scared in the first four hours of Mae's life,1,1,1,1
756,None,168.3,A and Robert were looking in the nursery,1,1,1,1
757,None,168.4,There were all these nice sweet little pale babies lying limp in the nursery,1,1,1,1
758,A: and there’s &Mae and she’s big compared to the rest and she was bright red and she is screaming and she screamed and she screamed and she screamed and all the rest of them as soon as they ,170.1,Mae was big compared to the rest of the newborns in the nursery,1,1,1,1
759,None,170.2,Mae was bright red,1,1,1,1
760,None,170.3,Mae was excessively screaming,1,1,1,1
761,A: they sort of get exhausted after two screams and collapse. ,175.0,All the rest of the newborns in the nursery sort of got exhausted after two screams and collapsed,1,1,1,1
762,A: And she was healthy I guess.  ,177.1,And Mae was healthy A guesses,1,1,1,1
763,None,177.2,And Mae was healthy,3,3,0,0
764,A: And she just screamed and screamed and screamed and screamed and screamed and I thought oh my god what have we wrought here. {laugh} ,179.0,A thought oh my god what have A and Robert wrought here,1,1,2,2
765,B: Did they tell you her ((apgar)) or whatever they call that? ,180.1,B asks A if the nurses told A about Mae's apgar or whatever the nurses call the newborn's score,1,1,1,1
766,None,180.2,The nurses told A about Mae's apgar or whatever the nurses call the newborn's score,2,4,0,0
767,None,180.3,The nurses call the newborn's score something,1,1,2,2
768,"A: They didn’t tell us anything.  In fact, at the hospital they weren’t ",182.0,The nurses did not tell A and Robert anything,1,2,3,3
769,"A: the, there were someth-, the individual people we had contact with were, were decent to us and friendly  ",183.1,The individual people A and Robert had contact with at the hospital were decent and friendly to A and Robert,1,1,1,1
770,None,183.2,A and Robert had contact with individual people at the hospital,1,1,1,1
771,"A: but %um the hospital policy was rather unfriendly to us and they wouldn’t, like we had been told, we they have a room called the bonding room ",185.1,But the hospital policy was rather unfriendly to A and Robert,1,1,1,1
772,None,185.2,The hospital have a room called the bonding room,1,1,1,1
773,"A: and the whole purpose of the room is to let people be in it with the baby, who -- ",189.1,The whole purpose of the bonding room is to let people be in the bonding room with the baby,1,1,1,1
774,None,189.2,People are in the bonding room with the baby,1,1,1,1
775,"A: And they wouldn’t let us in there so, ",193.0,The nurses would not let A and Robert in the bonding room,1,1,1,1
776,"A: d-, it was really quite awful.  They wouldn’t let us, they didn’t, they they gave us but they didn’t tell us beans.  ",195.1,A and Robert's not being able to enter the bonding room was really quite awful,1,1,1,1
777,None,195.2,The nurses did not tell A and Robert beans,1,1,2,2
778,A: I mean they really didn’t talk to us. They didn’t offer us that parenting class that they offer to most people.  ,197.1,The nurses really did not talk to A and Robert,1,1,1,1
779,None,197.2,The nurses did not offer A and Robert that parenting class the nurses offer to most people,1,1,1,1
780,A: We would have had to come back the next day to the hospital which of course we weren’t going to do.  ,199.1,A and Robert woud have had to come back the next day to the hospital,1,1,1,1
781,None,199.2,A and Robert weren't going to go back to the hospital the next day,1,1,1,1
782,"A: %um, you know they really weren’t very nice and  ",202.0,The nurses really weren't very nice,1,1,1,1
783,"A: I guess they have, their rules are just very rigid.  ",204.1,A guesses the nurses have the nurses' rules that are just very rigid,1,1,1,1
784,None,204.2,The nurses have the nurses' rules that are just very rigid,3,3,1,1
785,None,204.3,The nurses' rules that are just very rigid,1,1,1,1
786,A: an additional bracelet.  ,208.1,The problem is  the lawyer was supposed to have arranged for an aditional bracelet,1,1,1,1
787,None,208.2,The lawyer arranged for an additional bracelet,2,2,3,3
788,"A: In other words, what happens is they put one on the wrist of the baby, one on the ankle, one on the birth mother  ",210.0,"The nurses put one bracelet on the wrist of the baby, one bracelet on baby's ankle, one on the birth mother",1,1,1,1
789,"A: and then she has a, what you call the fourth bracelet which she can give to whoever will be her coach through the birth and stuff and of course she had given it to her mother, ",211.1,"The birth mother has what one calls the fourth bracelet, which the birth mother can give to whoever will be the birth mother's coach through the birth and stuff",1,1,1,1
790,None,211.2,The mother has what one calls the fourth bracelet,1,1,1,1
791,None,211.3,The birth mother can give the fourth bracelet to whoever will be the birth mother's coach through the birth and stuff,1,1,1,1
792,None,211.4,Some will coach the birth  mother through the birth and stuff,1,1,1,1
793,None,211.5,Of course the birth mother had given the fourth bracelet to the birth mother's mother,1,1,1,1
794,A: which makes perfect sense.  ,217.0,The birth's  mother giving the fourth bracelet to the birth mother's mother makes perfect sense,1,1,1,1
795,"A: Well, the only way, they couldn’t get their minds around the notion of a fifth bracelet for us.  ",219.1,The nurses could not get the nurses' minds around the notion of a fifth bracelet for A and Robert,1,1,1,1
796,None,219.2,The nurses could get the minds of the nurses' around all the four bracelets except the fifth bracelet,1,1,1,1
797,"A: So the only way that they would have let us in there was to take her mothers away, ",221.1,The only way the nurses would have let A and Robert to the bonding room was to take the birth mother's mother's bracelet,1,1,1,1
798,None,221.2,The nurses let A and Robert to the bonding room,2,2,3,3
799,None,221.3,A and Robert took the birth mother's mother's bracelet,2,2,3,3
800,A: which we wouldn’t ask and which she wouldn’t do.  ,223.1,A and Robert would not ask to take the birth mother's mother about the fifth bracelet,1,1,1,1
801,None,223.2,A and Robert did not ask the birth mother's mother's about the fifth bracelet,1,1,1,1
802,None,223.3,The birth mother's mother would not give A and Robert the fifth bracelet,1,1,1,1
803,None,223.4,The birth mother's mother did not give A and Robert the fifth bracelet,1,1,1,1
804,A: the lawyer had told us he had arranged everything ahead of time  ,227.1,The lawyer had told A and Robert the lawyer had arranged everything ahead of time,1,1,1,1
805,None,227.2,The lawyer had arranged everything ahead of time,3,3,1,1
806,A: and there was supposed to be I D there at the hospital for us and it was all set and of course he hadn’t done anything.  ,228.1,There was supposed to be ID at the hospital for A and Robert,1,1,1,1
807,None,228.2,There was ID at the hospital for A and Robert,2,2,3,3
808,None,228.3,Arranging the ID for A and Robert in the hospital was all set,1,1,1,1
809,None,228.4,The lawyer hadn't done anything,1,1,1,1
810,A: No. He hadn’t done anything.  He’s been just hopeless.  ,231.0,The lawyer has been just hopeless,1,1,2,2
811,A: I mean I think legally he’s not hopeless.  I think he’s done all the necessary legal things but %um ,233.1,A thinks legally the lawyer is not hopeless,1,1,1,1
812,None,233.2,Legally the lawyer is not hopeless,3,3,1,1
813,None,233.3,A thinks the lawyer has done all the necessary legal things,1,1,1,1
814,None,233.4,The lawyer has done all the necessary legal things,3,3,1,1
815,"A: you know in terms of the things,  ",235.0,"In terms of arranging an ID for A and Robert, the lawyer was hopeless",1,1,1,1
816,A: He’s an S O B forgive me tape whoever you are but he was a fucker {laugh}.  ,236.1,The lawyer is an SOB,1,1,1,1
817,None,236.2,A apologizes B for calling the lawyer an SOB,1,1,1,1
818,None,236.3,A gives persmission to whoever to tape A,1,1,1,1
819,None,236.4,Someone is taping A,1,1,1,1
820,None,236.5,The lawyer was a fucker,1,1,1,1
821,A: I’m sorry but he was.  ,241.1,A is sorry for calling the lawyer a fucker but the lawyer was a fucker,1,1,1,1
822,None,241.2,A is sorry for calling the lawyer a fucker,1,1,1,1
823,B: I think they said published actually. {laugh} ,242.1,B thinks the CALLHOME corpus creators said that this conversation will be published actually,1,1,1,1
824,None,242.2,The CALLHOME corpus creators said that this conversation will be published actually,3,3,1,1
825,None,242.3,This conversation will be published actually,3,3,1,1
826,A: oh well they can edit that word I guess {laugh} Anyway it’s English so {laugh} ,243.1,A guesses the CALLHOME corpus creators can edit the word fucker,1,1,1,1
827,None,243.2,The CALLHOME corpus creators can edit the word fucker,3,3,1,1
828,None,243.3,The word fucker is English,1,1,1,1
829,A: It’s American English.  ,245.0,The word fucker is American English,1,1,1,1
830,"A: You know he, he said things to me like well you’ll have her for the rest of your life, you know.  ",248.1,The lawyer said things to A like A will have Mae for the rest of A's life,1,1,1,1
831,None,248.2,A will have Mae for the rest of A's life,3,3,1,1
832,"A: Don’t worry about it, which is really an arrogant attitude to take, you know.  ",250.1,The lawyer said to A that A shouldn't worry about not being albe to bond with Mae in the bonding room,1,1,1,1
833,None,250.2,A shouldn't worry about not being albe to bond with Mae in the bonding room,3,3,1,1
834,None,250.3,The lawyer's attempt to comfort A about not being able to bond with Mae in the bonding room is really an arrogant attitude to take,1,1,1,1
835,"A: yeah. He was really, he was a real arrogant S O B, so ",254.0,The lawyers was a real arrogant SOB,1,1,1,1
836,B: How old was he? ,255.0,B asks A how old the lawyer was,1,1,1,1
837,A: I don’t know we never met him. He never showed up.  ,256.1,A doesn't know how old the lawyer is,1,1,1,1
838,None,256.2,A and Robert never met the lawyer,1,1,1,1
839,None,256.3,The lawyer never showed up,1,1,1,1
840,"A: W-, he ended up in the end, his par-, he sent his partner to actually sign the papers who’s not even an adoption attorney.  ",258.1,"In the end, the lawyer sent the lawyer's partner to actually sign the papers",1,1,1,1
841,None,258.2,The lawyer's partner actually signed the papers,1,1,1,1
842,A: He does litigation.  Doesn’t know what he’s doing but I hope he did what his partner told him to do.  ,260.1,The lawyer's partner does litigation,1,1,1,1
843,None,260.2,The lawyer's partner does not know what the lawyer's partner is doing with signing the adoption papers but A hopes that the lawyer's partner did what the lawyer told the lawyer's partner to do,1,1,1,1
844,None,260.3,The lawyer's partner does not know what the lawyer's partner is doing with signing the adoption papers,1,1,1,1
845,None,260.4,A hopes that the lawyer's partner did what the lawyer told the lawyer's partner to do with the adoption papers,1,1,1,1
846,None,260.5,The lawyer's partner did what the lawyer told the lawyer's partner to do with the adoption papers,4,4,0,0
847,None,260.6,The lawyer told the lawyer's partner what to do with the adoption papers,3,3,1,1
848,A: But he at least was a sensitive human being.  ,264.1,The lawyer's partner was at least a sensitive human being as opposed to the lawyer,1,1,1,1
849,None,264.2,The lawyer was not a sensitive human being,1,1,2,2
850,"A: And %um, you know so that was nice.  He had some sensitivity.  ",266.1,The laywer's partner being a sensitive human being was nice,1,1,1,1
851,None,266.2,The lawyer's partner had some sensitivity,1,1,2,2
852,B: We’re going to get cut off soon.  ,267.0,A and B's conversation is going to get cut off soon,1,1,1,1
853,A: Tell me something then.  ,270.1,A asks B to tell B something,1,0,0,0
854,None,270.2,B tells A something,3,0,0,0
855,A: I’ll shut up. You can tell me something.  ,271.1,A will shut up,1,1,1,1
856,None,271.2,A suggests that B tells A something,1,0,0,0
857,B: What? ,272.0,B says What? ,0,2,3,3
858,B: okay.  ,273.0,B says okay.  ,0,1,1,1
859,"B: No. I’m worrying ab-, I’m not worrying I’m feeling like oh my gosh should all of this be in the public record or something.  ",274.1,B expresses doubts whether this conversation should be in public record,1,1,1,1
860,None,274.2,This conversation should be in public record,2,2,3,3
861,A: oh yes. Well they just beeped.  I think that might mean we have to hang up.  ,275.1,The CALLHOME corpus creators just beeped,1,1,1,1
862,None,275.2,A thinks the beeping might mean A and B have to hang up,1,1,1,1
863,None,275.3,The beeping might mean A and B have to hang up,3,3,1,1
864,None,275.4,A and B have to hang up,3,3,1,1
865,A: We have a minute.  ,277.0,A and B have a minute,1,1,1,1
866,B: I want to tell you I saw four parakeets fly across the street in &Barcelona.  ,279.1,B wants to tell A B saw four parakeets fly across the street in Barcelona,1,1,1,1
867,None,279.2,B tells A B saw four parakeets fly across the street in Barcelona,1,1,1,1
868,None,279.3,B saw four parakeets fly across the street in Barcelona,1,1,1,1
869,None,279.4,Four parakeets flew across the street in Barcelona,1,1,1,1
870,A: oh neat. Is it thirty minutes? ,280.1,A asks B if this conversation has gone for thirty minutes already,1,1,1,1
871,None,280.2,This conversation has gone for thirty minutes already,4,2,0,0
872,B: It was [distorted] beautiful.  ,281.0,The parakeets flying across the street in Barcelona was beautiful,1,1,1,1
873,B: It’s going to be thirty minutes in about five minutes I think.  ,283.1,B thinks this conversation will have been going for thirty minutes in about five minutes,2,1,3,3
874,None,283.2,This conversation will have been going for thirty minutes in about five minutes,3,3,1,1
875,A: oh okay because there’s a beep coming on my end.  ,284.0,There’s a beep coming on A's end,1,1,1,1
876,A: You don’t hear it? ,286.1,A asks B if B doesn't hear the beeping,1,1,1,1
877,None,286.2,B doesn't hear the beeping,3,1,0,0
878,B: No.  ,287.0,B says No.  ,1,0,1,1
879,A: okay. Well ignore it so we’ll let them go on.  ,288.1,A asks B to ignore what A said about the beeping,1,1,1,1
880,None,288.2,B ignores what A said about the beeping,3,1,1,1
881,None,288.3,A and B will let the CALLHOME corpus creators go on,1,1,1,1
882,B: Well anyway.  ,290.0,B says Well anyway.  ,1,0,1,1
883,A: oh so that sounds very nice. They were loose or in a ,291.1,Seeing parakeets fly across the street in Barcelona sounds very nice,1,1,1,1
884,None,291.2,A asks B if the parakeets were loose,1,1,1,1
885,None,291.3,The parakeets were loose,3,1,0,0
886,B: Well I they were loose they were I said the &Sheila I think I hear a parakeet.  ,292.1,B told Sheila B thinks B hears a parakeet,1,1,1,1
887,None,292.2,B thinks B hears a parakeet,1,1,1,1
888,None,292.3,B hears a parakeet,3,3,1,1
889,B: And you could tell he thought that it was nonsense that it was a  ,294.1,One could tell that Sheila thought that B seeing parakeets was nonsense,1,1,1,1
890,None,294.2,Sheila thought that B seeing parakeets was nonsense,1,1,1,1
891,None,294.3,B seeing parakeets was nonsense,2,2,3,3
892,B: crow and then I saw it but the sun was against my eyes ,296.1,One could tell that Sheila thought that the parakeet  was a crow,1,1,1,1
893,None,296.2,Sheila thought that the parakeet was a crow,1,1,1,1
894,None,296.3,The parakeet was a crow,2,2,3,3
895,B: so I couldn’t tell and then it flew and when it flew three more of them flew out of the same tree.  ,298.1,Then B saw a parakeet but the sun was againts B's eyes so B couldn't tell whether B saw a parakeet,1,1,1,1
896,None,298.2,Then B saw a parakeet but the sun was againts B's eyes,1,1,1,1
897,None,298.3,B saw a parakeet,1,1,2,2
898,None,298.4,The sun was againts B's eyes,1,1,1,1
899,None,298.5,B couldn't tell whether B saw a parakeet,1,1,1,1
900,None,298.6,The parakeet flew,1,1,1,1
901,None,298.7,When the parakeet flew three more of the parakeets flew out of the same tree,1,1,1,1
902,None,298.8,Three more of the parakeets flew out of the same tree,1,1,1,1
903,B: They were beautiful.  ,300.0,The parakeets were beautiful,1,1,1,1
904,A: there was a street I walked down in &Barcelona big wide ,301.0,"A walked down a big, wide street in Barcelona",1,1,1,1
905,B: with all the bird sellers ,302.0,"A walked down a big, wide street with all the bird sellers in Barcelona",1,1,1,1
906,A: Yes.  ,303.0,A says Yes.  ,1,1,2,2
907,B: They were closed up that day but I’m sure that what these were is ,304.1,The bird sellers were closed up the day B saw the parakeets but B's sure that these parakeets were escapees,1,1,1,1
908,None,304.2,The bird sellers were closed up the day B saw the parakeets,1,1,1,1
909,None,304.3,B's sure that these parakeets were escapees,1,1,1,1
910,None,304.4,There parakeets were escapees,1,1,1,1
911,A: Well it was g- it was a wonderful place I mean I guess you have to sort of discount that they’re in cages but ,305.1,"The big, wide street with all the bird sellers in Barcelona is a wonderful place",1,1,1,1
912,None,305.2,A guesses one has to sort of discount that the bird that are to be sold are in cages,1,1,1,1
913,None,305.3,One has to sort of discount that the bird that are to be sold are in cages,3,3,1,1
914,None,305.4,The bird that are to be sold are in cages,1,1,1,1
915,B: yeah It’s it’s part of <Spanish (( ))> ,307.0,The bird that are to be sold are in cages is part of the problem,1,1,1,1
916,A: it was beautiful ,308.0,"The big, wide street with all the bird sellers in Barcelona was beautiful",1,1,1,1
917,A: I mean it was just so beautiful with all these amazing ,310.0,"The big, wide street with all the bird sellers in Barcelona was beautiful with all these amazing birds and colors",1,1,1,1
918,A: I saw parts of &Spain where they had birds on the shutters and they put them out during the day.  ,314.1,A saw parts of Spain where people had birds on the shutters,1,1,1,1
919,None,314.2,People had birds on the shutters in parts of Spain,1,1,1,1
920,None,314.3,People put the birds out during the day,1,1,1,1
921,B: It’s very popular in &Spain but it’s not so popular here in &France.  ,315.1,People having birds on the shutters and putting the birds out during the day is very popular in Spain but people having birds on the shutters and putting the birds out during the day is not so popular in France,1,1,1,1
922,None,315.2,People having birds on the shutters and putting the birds out during the day is very popular in Spain,1,1,1,1
923,None,315.3,People having birds on the shutters and putting the birds out during the day is not so popular in France,1,1,1,1
924,A: yeah.  It was a nice thing.  yeah. %um ,316.0,People having birds on the shutters and putting the birds out during the day was a very nice thing,1,1,1,1
925,B: I’ve seen very little of it. yeah. y- ,317.0,B has seen very little of people having birds on the shutters and putting the birds out during the day,1,1,1,1
926,B: I had friends in &Madrid whose father bred birds actually.  ,318.1,B had friends in Madrid whose father bred birds actually,1,1,1,1
927,None,318.2,B had friends in Madrid,1,1,1,1
928,None,318.3,B's friends's father in Madrid bred birds actually,3,1,1,1
929,A: oh really? ,319.0,A asks B if B's friend's father in Madrid bred birds actually,1,1,1,1
